"10.11.2016 22:00";"17.2";"760.9";"763.1";"";"78";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"13.9";"22.8";"";"";"";"";"";"16.0";"13.3";"";"";"";"";"";"";
"10.11.2016 16:00";"22.2";"759.6";"762.0";"";"59";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"13.9";"22.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"13.9";"";"";"";"";"";"";
"10.11.2016 10:00";"17.8";"761.2";"763.4";"";"87";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"13.9";"18.9";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"10.11.2016 04:00";"14.4";"760.6";"763.0";"";"87";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"13.9";"23.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"12.2";"";"";"";"";"";"";
"09.11.2016 22:00";"18.3";"760.4";"762.8";"";"76";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"13.9";"23.3";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"13.9";"";"";"";"";"";"";
"09.11.2016 16:00";"23.3";"759.9";"762.1";"";"56";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"13.9";"23.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"13.9";"";"";"";"";"";"";
"09.11.2016 10:00";"18.9";"762.7";"764.8";"";"75";"Ветер, дующий с востоко-северо-востока";"3";"";"";"20–30%.";" ";"";"";"13.9";"18.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"09.11.2016 04:00";"13.9";"762.4";"764.8";"";"83";"Ветер, дующий с юго-юго-запада";"2";"";"";"20–30%.";" ";"";"";"13.9";"22.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"08.11.2016 22:00";"17.2";"763.2";"765.6";"";"76";"Ветер, дующий с запада";"6";"";"";"20–30%.";" ";"";"";"14.4";"22.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"12.8";"";"";"";"";"";"";
"08.11.2016 16:00";"22.2";"761.6";"764.1";"";"68";"Ветер, дующий с северо-северо-востока";"2";"";"";"50%.";" ";"";"";"14.4";"22.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"16.1";"";"";"";"";"";"";
"08.11.2016 10:00";"18.9";"763.9";"766.3";"";"75";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"13.9";"18.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"08.11.2016 04:00";"15.0";"762.4";"764.8";"";"87";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"14.4";"20.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"12.8";"";"";"";"";"";"";
"07.11.2016 22:00";"18.3";"762.9";"765.1";"";"78";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"20.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"07.11.2016 16:00";"19.4";"762.4";"764.8";"";"68";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"14.4";"20.6";"";"";"600-1000";"";"";"16.0";"13.3";"";"";"";"";"";"";
"07.11.2016 10:00";"18.3";"763.6";"766.1";"";"78";"Ветер, дующий с востоко-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"13.9";"18.3";"";"";"200-300";"";"";"16.0";"14.4";"";"";"";"";"";"";
"07.11.2016 04:00";"14.4";"762.7";"765.1";"";"90";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"14.4";"19.4";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"06.11.2016 22:00";"16.1";"762.7";"765.1";"";"87";"Ветер, дующий с западо-северо-запада";"2";"";"";"50%.";" ";"";"";"15.6";"18.3";"";"";"200-300";"";"";"16.0";"13.9";"";"";"";"";"";"";
"06.11.2016 16:00";"18.3";"762.4";"764.7";"";"81";"Ветер, дующий с севера";"3";"";"";"70 – 80%.";" ";"";"";"15.6";"19.4";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"06.11.2016 10:00";"16.7";"762.4";"764.8";"";"86";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"15.6";"17.8";"";"";"200-300";"";"";"16.0";"14.4";"";"";"";"";"";"";
"06.11.2016 04:00";"16.7";"760.9";"763.3";"";"80";"Ветер, дующий с юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"15.6";"18.9";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"05.11.2016 22:00";"17.2";"761.6";"764.0";"";"76";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"18.3";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"05.11.2016 16:00";"18.3";"761.4";"763.8";"";"73";"Ветер, дующий с запада";"7";"";"";"70 – 80%.";" ";"";"";"12.2";"18.9";"";"";"200-300";"";"";"16.0";"13.3";"";"";"";"";"";"";
"05.11.2016 10:00";"16.7";"762.4";"764.8";"";"78";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"11.7";"17.2";"";"";"200-300";"";"";"14.0";"12.8";"";"";"";"";"";"";
"05.11.2016 04:00";"12.2";"762.1";"764.6";"";"80";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"12.2";"22.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"04.11.2016 22:00";"15.0";"762.9";"765.1";"";"83";"Ветер, дующий с запада";"4";"";"";"Облаков нет.";" ";"";"";"12.8";"21.7";"";"";"";"";"";"12.0";"12.2";"";"";"";"";"";"";
"04.11.2016 16:00";"21.7";"761.9";"764.3";"";"51";"Ветер, дующий с западо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"12.8";"22.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"04.11.2016 10:00";"18.3";"763.6";"765.9";"";"61";"";"2";"";"";"20–30%.";" ";"";"";"12.8";"18.3";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.6";"";"";"";"";"";"";
"04.11.2016 04:00";"13.9";"762.4";"764.8";"";"83";"Ветер, дующий с юго-юго-востока";"2";"";"";"50%.";" ";"";"";"12.8";"21.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"03.11.2016 22:00";"15.6";"761.9";"764.2";"";"70";"Ветер, дующий с юго-юго-запада";"2";"";"";"50%.";" ";"";"";"12.2";"21.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"03.11.2016 16:00";"21.1";"761.9";"764.2";"";"44";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"12.2";"21.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.3";"";"";"";"";"";"";
"03.11.2016 10:00";"16.7";"764.7";"766.9";"";"67";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"12.2";"";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.6";"";"";"";"";"";"";
"02.11.2016 22:00";"14.4";"764.2";"766.5";"";"72";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"02.11.2016 16:00";"20.0";"763.4";"765.9";"";"57";"Ветер, дующий с севера";"3";"";"";"20–30%.";" ";"";"";"11.1";"20.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"02.11.2016 10:00";"15.0";"764.7";"766.9";"";"75";"Ветер, дующий с востока";"3";"";"";"20–30%.";" ";"";"";"10.6";"15.6";"";"";"600-1000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"02.11.2016 04:00";"11.1";"763.4";"765.7";"";"89";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"11.1";"17.8";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"01.11.2016 22:00";"13.9";"763.6";"765.9";"";"78";"Ветер, дующий с западо-северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"13.3";"17.2";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"01.11.2016 16:00";"17.2";"762.1";"764.5";"";"58";"Ветер, дующий с запада";"5";"";"";"20–30%.";" ";"";"";"13.3";"17.8";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"01.11.2016 10:00";"16.7";"762.4";"764.6";"";"62";"Ветер, дующий с западо-северо-запада";"4";"";"";"50%.";" ";"";"";"13.9";"16.7";"";"";"600-1000";"";"";"16.0";"9.4";"0.3";"6";"";"";"";"";
"01.11.2016 04:00";"14.4";"759.6";"762.1";"";"78";"Ветер, дующий с юго-запада";"4";"";"";"70 – 80%.";" ";"";"";"13.3";"18.9";"";"";"300-600";"";"";"16.0";"10.6";"0.3";"6";"";"";"";"";
"31.10.2016 22:00";"16.1";"759.1";"761.5";"";"78";"Ветер, дующий с юго-запада";"6";"";"";"70 – 80%.";" ";"";"";"12.2";"18.3";"";"";"300-600";"";"";"16.0";"12.2";"0.8";"6";"";"";"";"";
"31.10.2016 16:00";"18.3";"759.1";"761.5";"";"56";"Ветер, дующий с юга";"5";"";"";"70 – 80%.";" ";"";"";"12.2";"18.9";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"31.10.2016 10:00";"16.1";"762.1";"764.5";"";"81";"Ветер, дующий с востока";"5";"";"";"70 – 80%.";" ";"";"";"12.2";"16.7";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"31.10.2016 04:00";"12.2";"761.2";"763.3";"";"90";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"12.2";"19.4";"";"";"300-600";"";"";"16.0";"10.6";"Следы осадков";"6";"";"";"";"";
"30.10.2016 22:00";"16.1";"761.2";"763.6";"";"75";"Ветер, дующий с юго-запада";"4";"";"";"50%.";" ";"";"";"15.6";"18.3";"";"";"600-1000";"";"";"16.0";"11.7";"1.0";"6";"";"";"";"";
"30.10.2016 16:00";"18.3";"757.6";"760.0";"";"66";"Ветер, дующий с юга";"6";"";"";"70 – 80%.";" ";"";"";"15.0";"19.4";"";"";"300-600";"";"";"16.0";"11.7";"2.0";"6";"";"";"";"";
"30.10.2016 10:00";"15.0";"755.8";"758.0";"";"81";"Ветер, дующий с западо-юго-запада";"7";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"";"";"13.9";"17.2";"";"";"600-1000";"";"";"6.0";"11.7";"10.0";"6";"";"";"";"";
"30.10.2016 04:00";"16.1";"755.1";"757.3";"";"78";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"15.6";"21.1";"";"";"600-1000";"";"";"16.0";"12.2";"";"";"";"";"";"";
"29.10.2016 22:00";"17.2";"757.3";"759.7";"";"76";"Ветер, дующий с востоко-северо-востока";"2";"";"";"20–30%.";" ";"";"";"16.7";"20.6";"";"";"600-1000";"";"";"16.0";"12.8";"";"";"";"";"";"";
"29.10.2016 16:00";"20.6";"757.9";"760.3";"";"63";"Ветер, дующий с юго-юго-запада";"6";"";"";"50%.";" ";"";"";"16.7";"21.1";"";"";"600-1000";"";"";"16.0";"13.3";"";"";"";"";"";"";
"29.10.2016 10:00";"18.9";"758.8";"761.2";"";"75";"Ветер, дующий с юга";"8";"";"";"70 – 80%.";" ";"";"";"16.7";"18.9";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"29.10.2016 04:00";"16.7";"757.9";"760.1";"";"90";"Ветер, дующий с юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"16.7";"19.4";"";"";"300-600";"";"";"16.0";"15.0";"0.5";"6";"";"";"";"";
"28.10.2016 22:00";"17.2";"758.4";"760.8";"";"84";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"16.1";"19.4";"";"";"300-600";"";"";"16.0";"14.4";"0.3";"6";"";"";"";"";
"28.10.2016 16:00";"18.9";"757.1";"759.4";"";"75";"Ветер, дующий с юго-юго-запада";"4";"";"";"70 – 80%.";" ";"";"";"16.1";"18.9";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"28.10.2016 10:00";"18.9";"756.6";"758.8";"";"81";"Ветер, дующий с юго-юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"16.1";"18.9";"";"";"200-300";"";"";"16.0";"15.6";"1.0";"6";"";"";"";"";
